number,solution,myTime,bp1time,bp2time,bp3time
582,825,0.0139,0.0064,0.0797,0.1108
583,835,0.0174,0.0063,0.0838,0.1033
584,845,0.016,0.0061,0.094,0.1217
585,855,0.0434,0.0172,0.4289,0.4955
586,658,0.0109,0.0056,0.0254,0.0308
587,758,0.0156,0.0068,0.0591,0.0681
588,858,0.0307,0.0065,0.0892,0.1588
589,598,0.0142,0.0059,0.0084,0.0069
590,905,0.0149,0.0068,0.0978,0.1225
591,915,0.0125,0.0058,0.1028,0.1409
592,925,0.0141,0.0063,0.1123,0.1624
593,935,0.0144,0.0064,0.1041,0.1278
594,945,0.019,0.0075,0.1239,0.1641
595,955,0.0114,0.0056,0.1133,0.1407
596,659,0.0172,0.0077,0.0432,0.0418
597,759,0.0104,0.0052,0.0518,0.0636
598,859,0.0112,0.0055,0.1186,0.1214
599,959,0.0175,0.0076,0.1958,0.1402
600,-1,0.0107,0.0026,0.0049,0.0027
601,610,0.014,0.0066,0.0072,0.0079
602,620,0.0113,0.0053,0.0088,0.0094
603,630,0.0113,0.0057,0.0289,0.014
604,640,0.0096,0.005,0.0151,0.0168
605,650,0.0121,0.0061,0.02,0.0224
606,660,0.017,0.007,0.0227,0.0257
607,670,0.0143,0.0065,0.025,0.0288
608,680,0.0123,0.0059,0.026,0.0322
609,690,0.0142,0.0056,0.0262,0.0553
610,-1,0.0096,0.002,0.0032,0.002
611,-1,0.0097,0.0025,0.0036,0.003
612,621,0.0168,0.0071,0.007,0.0071
613,631,0.0127,0.0089,0.01,0.0109
614,641,0.0113,0.0054,0.0154,0.0151
615,651,0.0176,0.0072,0.0157,0.0181
616,661,0.0084,0.0195,0.0163,0.0191
617,671,0.0117,0.0268,0.4393,0.0323
618,681,0.0436,0.0172,0.0584,0.0619
619,691,0.0152,0.0072,0.0313,0.0445
620,-1,0.0083,0.0021,0.0034,0.0021
621,-1,0.0116,0.0023,0.0034,0.0022
622,-1,0.0137,0.0046,0.0055,0.0027
623,632,0.0261,0.0122,0.0131,0.0088
624,642,0.0183,0.0097,0.016,0.0107
625,652,0.0132,0.006,0.0115,0.013
626,662,0.0089,0.005,0.015,0.0172
627,672,0.0154,0.0065,0.0185,0.0201
628,682,0.0148,0.0074,0.0357,0.0352
629,692,0.0101,0.0051,0.0223,0.0538
630,-1,0.0082,0.0021,0.0033,0.0024
631,-1,0.0101,0.0023,0.0032,0.0022
632,-1,0.0284,0.0032,0.0046,0.0021
633,-1,0.009,0.0023,0.0032,0.0023
634,643,0.0141,0.0065,0.0102,0.0084
635,653,0.0085,0.0046,0.0088,0.0103
636,663,0.0153,0.0069,0.0134,0.015
637,673,0.0187,0.0222,0.0588,0.0251
638,683,0.0165,0.0077,0.0194,0.0244
639,693,0.0197,0.0059,0.0328,0.0255
640,-1,0.0107,0.0026,0.0041,0.0024
641,-1,0.0163,0.0029,0.0048,0.0024
642,-1,0.0093,0.0025,0.0037,0.0048
643,-1,0.0071,0.0021,0.0039,0.0105
644,-1,0.0127,0.0021,0.0031,0.0022
645,654,0.0114,0.0087,0.0074,0.0074
646,664,0.0098,0.0052,0.0085,0.0096
647,674,0.0087,0.0049,0.0113,0.0138
648,684,0.0197,0.0097,0.0227,0.025
649,694,0.017,0.0075,0.0197,0.0226
650,-1,0.3205,0.0027,0.0032,0.0022
651,-1,0.014,0.0036,0.0059,0.0036
652,-1,0.0091,0.0024,0.0035,0.0026
653,-1,0.0094,0.0024,0.0039,0.0026
654,-1,0.0076,0.0023,0.0036,0.0022
655,-1,0.0109,0.0039,0.0053,0.0028
656,665,0.0109,0.0329,0.0077,0.0076
657,675,0.0111,0.0054,0.0096,0.0106
658,685,0.0123,0.0058,0.013,0.0159
659,695,0.0102,0.0054,0.0149,0.0179
660,-1,0.0101,0.0025,0.0037,0.0024
661,-1,0.0085,0.0035,0.0048,0.0038
662,-1,0.0067,0.0017,0.0025,0.0018
663,-1,0.0094,0.0027,0.0035,0.003
664,-1,0.0084,0.002,0.0031,0.0022
665,-1,0.0108,0.0026,0.0038,0.0027
666,-1,0.0131,0.0031,0.0056,0.0031
667,676,0.1672,0.0355,0.0405,0.0174
668,686,0.0101,0.0055,0.0093,0.0116
669,696,0.0129,0.006,0.0341,0.0255
670,706,0.0191,0.0079,0.0164,0.0192
671,716,0.0149,0.0067,0.026,0.0208
672,726,0.014,0.0065,0.0207,0.0262
673,736,0.0165,0.0081,0.0291,0.0323
674,746,0.0147,0.0063,0.0267,0.0371
675,756,0.0141,0.0062,0.029,0.0421
676,766,0.0141,0.0067,0.0318,0.0395
677,767,0.0147,0.0066,0.1075,0.0507
678,687,0.0145,0.0063,0.008,0.0083
679,697,0.017,0.0076,0.0242,0.0293
680,806,0.0169,0.0072,0.0425,0.0522
681,816,0.0147,0.0064,0.0479,0.0577
682,826,0.0148,0.0066,0.154,0.0751
683,836,0.0101,0.0052,0.0511,0.0596
684,846,0.0111,0.0058,0.0962,0.0851
685,856,0.0164,0.007,0.0933,0.0818
686,866,0.0145,0.0239,0.0633,0.0784
687,768,0.014,0.0065,0.0304,0.0344
688,868,0.0342,0.0061,0.1836,0.1297
689,698,0.0252,0.0078,0.0065,0.0112
690,906,0.0109,0.0051,0.0651,0.0821
691,916,0.0105,0.0098,0.1013,0.1105
692,926,0.0171,0.0072,0.0753,0.0932
693,936,0.0205,0.0086,0.0978,0.122
694,946,0.0138,0.0066,0.0955,0.0989
695,956,0.0138,0.0065,0.0815,0.102
696,966,0.0204,0.0084,0.1108,0.1267
697,769,0.0863,0.0079,0.0301,0.0342
698,869,0.0133,0.0063,0.0579,0.0717
699,969,0.014,0.0064,0.086,0.105
700,-1,0.0123,0.003,0.005,0.0032
701,710,0.0092,0.0048,0.0056,0.0063
702,720,0.0102,0.0066,0.0111,0.0114
703,730,0.0133,0.0064,0.0135,0.0141
704,740,0.0126,0.0058,0.0269,0.0226
705,750,0.0405,0.0128,0.035,0.0594
706,760,0.0163,0.0077,0.0239,0.0282
707,770,0.0116,0.0047,0.0223,0.0247
708,780,0.0285,0.0097,0.0469,0.0492
709,790,0.0105,0.0052,0.027,0.0343
710,-1,0.0067,0.0018,0.0026,0.0018
711,-1,0.0099,0.0025,0.0038,0.0028
712,721,0.0118,0.0058,0.0072,0.0074
713,731,0.0081,0.0045,0.0081,0.0102
714,741,0.0105,0.0053,0.0126,0.0153
715,751,0.0117,0.0083,0.0361,0.0388
716,761,0.0121,0.0062,0.049,0.0463
717,771,0.0293,0.0066,0.0633,0.0535
718,781,0.0093,0.0051,0.04,0.0354
719,791,0.0127,0.0057,0.0264,0.0319
720,-1,0.0082,0.002,0.0031,0.002
721,-1,0.0094,0.0023,0.0036,0.0023
722,-1,0.1375,0.0043,0.0052,0.0038
723,732,0.012,0.0059,0.0071,0.0074
724,742,0.0304,0.0122,0.0218,0.0248
725,752,0.0099,0.0051,0.0222,0.0197
726,762,0.0181,0.0073,0.0402,0.0183
727,772,0.0124,0.0062,0.0182,0.0212
728,782,0.0122,0.006,0.0226,0.0272
729,792,0.0117,0.0054,0.0243,0.0287
730,-1,0.0072,0.0018,0.0028,0.0018
731,-1,0.0314,0.0033,0.0044,0.0025
732,-1,0.0101,0.0029,0.004,0.0029
733,-1,0.0085,0.0021,0.003,0.0021
734,743,0.0129,0.0052,0.0117,0.0098
735,753,0.0125,0.0057,0.0107,0.0112
736,763,0.0148,0.0073,0.0206,0.0202
737,773,0.0166,0.0394,0.0379,0.0189
738,783,0.0124,0.006,0.0772,0.0218
739,793,0.0311,0.0068,0.0324,0.0516
740,-1,0.0067,0.0023,0.0039,0.0028
741,-1,0.008,0.0021,0.0032,0.0021
742,-1,0.0149,0.0034,0.0329,0.0059
743,-1,0.0104,0.0023,0.0035,0.0021
744,-1,0.0215,0.0058,0.0108,0.0033
745,754,0.022,0.0093,0.01,0.0098
746,764,0.0096,0.0049,0.0083,0.0094
747,774,0.0312,0.0117,0.0285,0.0275
748,784,0.0185,0.0091,0.0203,0.0332
749,794,0.017,0.0069,0.0197,0.1413
750,-1,0.0156,0.003,0.0051,0.0093
751,-1,0.0088,0.0024,0.0035,0.0042
752,-1,0.0093,0.0025,0.0033,0.0023
753,-1,0.0095,0.0023,0.0036,0.0026
754,-1,0.0176,0.0025,0.005,0.0025
755,-1,0.015,0.0032,0.0052,0.0033
756,765,0.0414,0.0093,0.0082,0.0073
757,775,0.018,0.0084,0.0156,0.0159
758,785,0.0111,0.0071,0.0289,0.0586
759,795,0.0109,0.0051,0.0149,0.0189
760,-1,0.0259,0.0219,0.0088,0.0056
761,-1,0.0124,0.0048,0.005,0.003
762,-1,0.0069,0.0017,0.0025,0.0018
763,-1,0.0154,0.0023,0.0039,0.0024
764,-1,0.0065,0.0018,0.0025,0.0017
765,-1,0.0109,0.0026,0.007,0.0058
766,-1,0.0108,0.003,0.0038,0.0033
767,776,0.0076,0.004,0.0054,0.0058
768,786,0.0171,0.0091,0.01,0.0157
769,796,0.0133,0.0062,0.0145,0.0143
770,-1,0.0073,0.0019,0.0027,0.0019
771,-1,0.037,0.0062,0.0093,0.0048
772,-1,0.0098,0.0024,0.0039,0.0024
773,-1,0.0084,0.0023,0.0034,0.0024
774,-1,0.0091,0.0023,0.0035,0.0023
775,-1,0.01,0.0026,0.0036,0.0049
776,-1,0.0221,0.0036,0.0064,0.0051
777,-1,0.0108,0.0021,0.0032,0.0019
778,787,0.0276,0.0063,0.0073,0.0071
779,797,0.0154,0.0071,0.0108,0.0112
780,807,0.0492,0.1656,0.0123,0.0165
781,817,0.0166,0.0074,0.0368,0.0194
782,827,0.0162,0.0074,0.0233,0.0291
783,837,0.0224,0.008,0.0595,0.0558
784,847,0.0091,0.0045,0.0207,0.026
785,857,0.0166,0.0073,0.0261,0.0318
786,867,0.015,0.0071,0.0294,0.0348
787,877,0.0115,0.0055,0.0306,0.0362
788,878,0.0166,0.0075,0.0338,0.0401
789,798,0.0109,0.0053,0.0065,0.0066
790,907,0.0174,0.0066,0.2386,0.1179
791,917,0.0163,0.0106,0.0493,0.0931
792,927,0.0368,0.0061,0.078,0.1049
793,937,0.0167,0.007,0.0472,0.0597
794,947,0.0146,0.0094,0.056,0.0669
795,957,0.0343,0.0244,0.0873,0.095
796,967,0.0765,0.0123,0.0728,0.0714
797,977,0.0126,0.0063,0.0592,0.071
798,879,0.023,0.0091,0.0366,0.0409
799,979,0.0178,0.0071,0.063,0.0758
800,-1,0.0082,0.0023,0.0039,0.0036
801,810,0.0111,0.0053,0.0073,0.0087
802,820,0.0178,0.0076,0.0125,0.0119
803,830,0.0124,0.0064,0.013,0.0205
804,840,0.1048,0.0093,0.0191,0.0209
805,850,0.0331,0.0064,0.017,0.0618
806,860,0.0095,0.0049,0.02,0.0256
807,870,0.0078,0.0039,0.0211,0.0248
808,880,0.0375,0.015,0.0533,0.0578
809,890,0.0125,0.0057,0.0284,0.0718
810,-1,0.008,0.0018,0.0028,0.0019
811,-1,0.0101,0.0028,0.004,0.0029
812,821,0.014,0.0058,0.0068,0.0064
813,831,0.0126,0.0068,0.0098,0.0116
814,841,0.0123,0.0053,0.0127,0.0129
815,851,0.0165,0.0223,0.0466,0.4226
816,861,0.0125,0.0064,0.0333,0.0225
817,871,0.0108,0.0055,0.0256,0.0307
818,881,0.0173,0.0072,0.0493,0.0431
819,891,0.0104,0.0051,0.0258,0.0337
820,-1,0.006,0.0015,0.0029,0.0015
821,-1,0.006,0.0015,0.0024,0.0016
822,-1,0.0088,0.0021,0.0033,0.002
823,832,0.0125,0.0059,0.0104,0.007
824,842,0.012,0.006,0.0106,0.011
825,852,0.0087,0.0045,0.0114,0.0132
826,862,0.0142,0.0062,0.0172,0.0236
827,872,0.0144,0.0069,0.0185,0.0218
828,882,0.0094,0.0047,0.02,0.0243
829,892,0.0118,0.0055,0.0219,0.029
830,-1,0.0108,0.0023,0.0036,0.0024
831,-1,0.0119,0.0032,0.0045,0.0032
832,-1,0.0087,0.2546,0.0042,0.0024
833,-1,0.0139,0.0054,0.0078,0.0053
834,843,0.0108,0.0053,0.0064,0.0065
835,853,0.0132,0.0059,0.0099,0.0107
836,863,0.0081,0.0046,0.0124,0.0129
837,873,0.015,0.0065,0.0473,0.0346
838,883,0.0164,0.0067,0.0169,0.0196
839,893,0.0165,0.007,0.0505,0.0278
840,-1,0.0088,0.0022,0.0034,0.0023
841,-1,0.0085,0.002,0.0033,0.0024
842,-1,0.0123,0.0024,0.0041,0.0022
843,-1,0.0087,0.0023,0.0036,0.0025
844,-1,0.0108,0.0028,0.0042,0.0031
845,854,0.0162,0.0061,0.0069,0.0068
846,864,0.0142,0.0067,0.0097,0.0107
847,874,0.0089,0.0047,0.0115,0.0166
848,884,0.0091,0.0045,0.0131,0.022
849,894,0.014,0.0063,0.0167,0.0201
850,-1,0.0103,0.0026,0.0039,0.0027
851,-1,0.0092,0.0025,0.0036,0.0025
852,-1,0.0147,0.0031,0.0088,0.007
853,-1,0.015,0.0035,0.005,0.0042
854,-1,0.0064,0.0017,0.0026,0.0018
855,-1,0.0135,0.0033,0.0048,0.0033
856,865,0.0145,0.0071,0.0082,0.0082
857,875,0.0101,0.0049,0.0084,0.0096
858,885,0.01,0.0078,0.0118,0.019
859,895,0.0129,0.0064,0.0174,0.0209
860,-1,0.0056,0.0014,0.0024,0.0016
861,-1,0.0095,0.002,0.0059,0.0027
862,-1,0.0089,0.0021,0.0035,0.0022
863,-1,0.0059,0.0016,0.0025,0.0017
864,-1,0.0106,0.0036,0.0046,0.0029
865,-1,0.0088,0.0022,0.0034,0.0024
866,-1,0.0064,0.0017,0.0026,0.002
867,876,0.0141,0.0062,0.0074,0.0075
868,886,0.0291,0.0091,0.0105,0.012
869,896,0.0201,0.0109,0.0155,0.0544
870,-1,0.026,0.0045,0.0097,0.0042
871,-1,0.0125,0.0029,0.0052,0.0029
872,-1,0.1005,0.0028,0.0035,0.0023
873,-1,0.0112,0.0026,0.0072,0.0056
874,-1,0.0062,0.0016,0.0035,0.0016
875,-1,0.028,0.0053,0.009,0.0043
876,-1,0.009,0.0021,0.0033,0.002
877,-1,0.0093,0.0022,0.0035,0.0044
878,887,0.0135,0.0065,0.0071,0.0082
879,897,0.0096,0.0172,0.0212,0.0114
880,-1,0.0122,0.0026,0.0038,0.0026
881,-1,0.0125,0.0026,0.0071,0.0026
882,-1,0.0225,0.0019,0.003,0.0022
883,-1,0.0144,0.0034,0.0057,0.0029
884,-1,0.0099,0.0028,0.004,0.0032
885,-1,0.0088,0.0027,0.0044,0.0033
886,-1,0.0145,0.0032,0.0065,0.0031
887,-1,0.006,0.0015,0.0023,0.0017
888,-1,0.0094,0.0021,0.0033,0.0019
889,898,0.0174,0.0062,0.0065,0.0068
890,908,0.0161,0.007,0.0102,0.0114
891,918,0.0144,0.0066,0.0134,0.0147
892,928,0.0131,0.0055,0.016,0.0162
893,938,0.0604,0.0116,0.0279,0.0416
894,948,0.0145,0.0066,0.0208,0.0248
895,958,0.0238,0.0093,0.0268,0.0312
896,968,0.0499,0.0069,0.0262,0.0316
897,978,0.0186,0.0076,0.0416,0.0691
898,988,0.0146,0.0065,0.0324,0.0407
899,989,0.011,0.0052,0.0293,0.0353
900,-1,0.0106,0.0026,0.0037,0.0028
901,910,0.0101,0.0041,0.0056,0.0061
902,920,0.0103,0.0053,0.0102,0.0114
903,930,0.0097,0.0051,0.0132,0.0143
904,940,0.0099,0.0055,0.0148,0.0186
905,950,0.0085,0.0046,0.0179,0.0214
906,960,0.0113,0.0055,0.0235,0.0258
907,970,0.0138,0.0065,0.0262,0.0335
908,980,0.0152,0.0067,0.0726,0.0643
909,990,0.0135,0.0058,0.029,0.0361
910,-1,0.0253,0.0038,0.014,0.0045
911,-1,0.0089,0.0022,0.0037,0.0023
912,921,0.0125,0.0061,0.0065,0.0063
913,931,0.0128,0.0065,0.0111,0.0118
914,941,0.0099,0.0046,0.0112,0.0128
915,951,0.0115,0.0057,0.016,0.0169
916,961,0.0144,0.0067,0.0209,0.0307
917,971,0.0196,0.0085,0.0279,0.0311
918,981,0.0271,0.0057,0.0282,0.0393
919,991,0.0127,0.0059,0.0313,0.0372
920,-1,0.0122,0.0025,0.0042,0.0057
921,-1,0.0141,0.0036,0.0048,0.0032
922,-1,0.008,0.0022,0.0034,0.0023
923,932,0.0298,0.0131,0.0108,0.0115
924,942,0.0124,0.0056,0.0236,0.0194
925,952,0.013,0.0065,0.015,0.018
926,962,0.0127,0.006,0.0353,0.024
927,972,0.0083,0.0044,0.0311,0.0191
928,982,0.0091,0.0047,0.0417,0.0569
929,992,0.0113,0.0061,0.0445,0.0308
930,-1,0.0081,0.0468,0.0038,0.0024
931,-1,0.0238,0.0035,0.0061,0.0031
932,-1,0.0117,0.0029,0.0096,0.0032
933,-1,0.0345,0.0049,0.0049,0.0026
934,943,0.027,0.0071,0.0081,0.0071
935,953,0.016,0.007,0.0096,0.0105
936,963,0.0152,0.0063,0.014,0.017
937,973,0.0368,0.0135,0.3421,0.0415
938,983,0.0172,0.0069,0.0262,0.0276
939,993,0.0174,0.0069,0.0395,0.0231
940,-1,0.0389,0.0076,0.0143,0.0072
941,-1,0.0098,0.002,0.0031,0.002
942,-1,0.0154,0.0032,0.006,0.0029
943,-1,0.0109,0.0037,0.0038,0.0021
944,-1,0.0231,0.0048,0.008,0.0049
945,954,0.0138,0.0069,0.0073,0.0079
946,964,0.0388,0.0188,0.0124,0.0122
947,974,0.0342,0.012,0.041,0.0259
948,984,0.039,0.0162,0.0358,0.0419
949,994,0.0113,0.0052,0.0177,0.021
950,-1,0.009,0.0025,0.0037,0.0026
951,-1,0.0117,0.0025,0.0037,0.0023
952,-1,0.0244,0.0046,0.0107,0.0048
953,-1,0.0102,0.0026,0.0038,0.0029
954,-1,0.0249,0.0057,0.0093,0.0038
955,-1,0.0114,0.0026,0.0046,0.003
956,965,0.0137,0.006,0.007,0.0071
957,975,0.0153,0.0122,0.0118,0.0129
958,985,0.0215,0.0232,0.0143,0.0151
959,995,0.0138,0.0063,0.0154,0.0177
960,-1,0.013,0.0033,0.0048,0.0032
961,-1,0.009,0.0021,0.0034,0.002
962,-1,0.0087,0.0023,0.0035,0.0023
963,-1,0.0423,0.0049,0.0348,0.006
964,-1,0.0205,0.0092,0.0074,0.0139
965,-1,0.0322,0.0058,0.0104,0.0048
966,-1,0.0097,0.0027,0.0039,0.0031
967,976,0.014,0.0063,0.0071,0.0078
968,986,0.0174,0.0064,0.0104,0.0111
969,996,0.0173,0.007,0.0129,0.0141
970,-1,0.008,0.0023,0.0031,0.0024
971,-1,0.0115,0.0026,0.0039,0.0026
972,-1,0.0112,0.0029,0.0041,0.003
973,-1,0.0073,0.0022,0.003,0.0019
974,-1,0.0123,0.0032,0.0045,0.0033
975,-1,0.011,0.004,0.005,0.0029
976,-1,0.0074,0.002,0.0028,0.0021
977,-1,0.0122,0.0042,0.0051,0.0033
978,987,0.0094,0.0046,0.0052,0.0056
979,997,0.014,0.0065,0.0093,0.0108
980,-1,0.0089,0.0023,0.0031,0.0025
981,-1,0.014,0.0018,0.0031,0.002
982,-1,0.01,0.0025,0.0041,0.0032
983,-1,0.0129,0.0022,0.0043,0.0023
984,-1,0.0128,0.005,0.008,0.0044
985,-1,0.0085,0.002,0.0027,0.0019
986,-1,0.0114,0.0027,0.0042,0.0026
987,-1,0.0089,0.0023,0.0045,0.0032
988,-1,0.0074,0.002,0.0029,0.0022
989,998,0.0401,0.0128,0.018,0.0149
990,-1,0.0107,0.0033,0.0047,0.0027
991,-1,0.0112,0.0025,0.0037,0.0024
992,-1,0.0113,0.0031,0.0041,0.0028
993,-1,0.0263,0.0027,0.0039,0.0029
994,-1,0.0109,0.0028,0.0041,0.0032
995,-1,0.0061,0.0018,0.0024,0.0016
996,-1,0.0111,0.0028,0.005,0.0039
997,-1,0.0242,0.2175,0.0059,0.0046
998,-1,0.0094,0.0021,0.0033,0.0021
999,-1,0.0095,0.0021,0.0032,0.0021
1002,1020,0.0065,0.0034,0.0118,0.0116
1007,1070,0.0063,0.0034,0.0348,0.0354
1035,1053,0.0081,0.0045,0.0108,0.0109
1036,1063,0.0056,0.0031,0.0145,0.0146
1064,1406,0.0253,0.008,0.1554,0.183
1077,1707,0.011,0.0081,0.3352,0.3993
1082,1208,0.0089,0.0042,0.062,0.0621
1090,1900,0.0259,0.0041,0.415,0.5694
1098,1809,0.0088,0.0066,0.5466,0.6487
1101,1110,0.0131,0.0062,0.0083,0.0085
1108,1180,0.0149,0.0069,0.0355,0.0344
1116,1161,0.0061,0.0033,0.0291,0.042
1126,1162,0.0101,0.0049,0.0259,0.0208
1137,1173,0.0082,0.0033,0.0195,0.0194
1154,1415,0.0077,0.0038,0.1116,0.1226
1160,1601,0.0122,0.005,0.2099,0.2153
1165,1516,0.0056,0.003,0.1487,0.1595
1172,1217,0.0096,0.004,0.0221,0.0221
1179,1197,0.0068,0.0035,0.0111,0.0108
1186,1618,0.0132,0.0055,0.2057,0.2152
1193,1319,0.007,0.0036,0.0595,0.0679
1211,2111,0.0107,0.0046,0.7921,0.5354
1223,1232,0.0123,0.006,0.008,0.0076
1231,1312,0.0089,0.0043,0.0417,0.3024
1235,1253,0.0194,0.0045,0.0116,0.0126
1236,1263,0.0101,0.0069,0.0173,0.0179
1242,1422,0.0108,0.005,0.0826,0.0852
1247,1274,0.0085,0.0042,0.0152,0.0154
1265,1526,0.0085,0.0067,0.2441,0.1201
1274,1427,0.0081,0.004,0.0678,0.0729
1280,1802,0.009,0.0049,0.2274,0.2474
1283,1328,0.0089,0.0048,0.0223,0.0236
1291,1912,0.0114,0.0052,0.3007,0.3157
1292,1922,0.0056,0.0033,0.2674,0.2888
1298,1829,0.0345,0.0098,0.8566,0.5901
1303,1330,0.005,0.003,0.0162,0.0167
1307,1370,0.011,0.0049,0.0298,0.034
1309,1390,0.0058,0.0029,0.038,0.0389
1351,1513,0.0113,0.005,0.07,0.073
1356,1365,0.0044,0.0028,0.0067,0.0063
1374,1437,0.0122,0.0055,0.0382,0.0421
1389,1398,0.0115,0.0056,0.0074,0.007
1408,1480,0.0068,0.0037,0.0414,0.0382
1416,1461,0.0078,0.0042,0.0258,0.0297
1429,1492,0.0088,0.0038,0.0326,0.0337
1434,1443,0.0045,0.0028,0.0074,0.0069
1439,1493,0.0084,0.0044,0.036,0.0301
1465,1546,0.0098,0.0045,0.0371,0.038
1467,1476,0.0074,0.0048,0.007,0.0067
1495,1549,0.0083,0.0043,0.0282,0.0286
1501,1510,0.0069,0.0036,0.0076,0.0077
1502,1520,0.0102,0.0047,0.0123,0.0131
1509,1590,0.0063,0.0033,0.0386,0.0363
1517,1571,0.0122,0.0053,0.0253,0.0269
1524,1542,0.007,0.004,0.0117,0.0114
1555,5155,0.0131,0.0048,2.5029,2.7767
1568,1586,0.0054,0.0031,0.0108,0.0111
1596,1659,0.0089,0.0149,0.0484,0.0371
1601,1610,0.0045,0.0028,0.0066,0.0068
1608,1680,0.0131,0.0057,0.0406,0.0354
1616,1661,0.0064,0.0036,0.0256,0.0275
1637,1673,0.0042,0.0025,0.0208,0.0205
1639,1693,0.0065,0.0033,0.0248,0.0257
1652,2156,0.0085,0.0042,0.2375,0.38
1653,3156,0.0139,0.0055,1.1893,0.9654
1658,1685,0.0132,0.005,0.0172,0.019
1666,6166,0.0077,0.0058,3.862,4.238
1675,1756,0.0123,0.0051,0.0437,0.0447
1681,1816,0.0081,0.0043,0.0731,0.1048
1695,1956,0.0087,0.004,0.123,0.1272
1698,1869,0.0157,0.0069,0.1025,0.0964
1702,1720,0.0079,0.0084,0.0134,0.0119
1704,1740,0.0085,0.0047,0.0228,0.021
1722,2127,0.0082,0.004,0.3129,0.4404
1731,3117,0.0088,0.0045,0.6009,0.6273
1738,1783,0.0068,0.0054,0.0237,0.0227
1742,2147,0.0103,0.0037,0.1975,0.2084
1748,1784,0.0046,0.0031,0.0182,0.0192
1762,2167,0.0125,0.005,0.1797,0.2258
1792,1927,0.0085,0.0041,0.167,0.1033
1797,1977,0.0095,0.0047,0.3784,0.0953
1804,1840,0.0091,0.0088,0.0183,0.0193
1825,1852,0.0112,0.0045,0.0173,0.0183
1829,1892,0.008,0.004,0.0337,0.0342
1836,1863,0.005,0.0028,0.0148,0.0154
1842,2148,0.014,0.0053,0.1515,0.1604
1845,1854,0.0093,0.0047,0.0079,0.0085
1850,5018,0.0111,0.0047,1.9237,1.5708
1851,5118,0.0258,0.0065,1.3278,1.5463
1853,3158,0.0133,0.0053,0.6305,0.6114
1867,1876,0.0041,0.0051,0.0065,0.0065
1872,2178,0.0082,0.004,0.1367,0.1425
1905,1950,0.0051,0.0028,0.0235,0.0263
1906,1960,0.0459,0.0202,0.0703,0.0741
1918,1981,0.0121,0.0071,0.051,0.0442
1922,2129,0.0117,0.0052,0.1875,0.105
1929,1992,0.021,0.0088,0.0635,0.0555
1953,3159,0.0103,0.0049,0.5814,0.6134
1954,4159,0.0091,0.0064,1.1142,1.2406
1974,4179,0.0133,0.0051,2.3151,1.7291
1994,4199,0.0096,0.0046,1.3129,1.1959
2043,2304,0.0054,0.0047,0.1095,0.1083
2084,2408,0.0114,0.0051,0.1623,0.1594
2097,2709,0.0084,0.0042,0.3152,0.4529
2101,2110,0.0061,0.0036,0.0076,0.0069
2102,2120,0.0088,0.0043,0.0108,0.0111
2110,-1,0.0051,0.0009,0.003,0.0022
2136,2163,0.0104,0.0054,0.0229,0.0229
2143,2314,0.0253,0.0434,0.1404,0.1472
2151,2511,0.0137,0.005,0.1613,0.1627
2153,2315,0.0078,0.0039,0.0703,0.072
2159,2195,0.0056,0.0033,0.0233,0.0194
2173,2317,0.0138,0.0054,0.0693,0.0939
2178,2187,0.0058,0.0031,0.0074,0.0068
2200,-1,0.0067,0.0011,0.0038,0.0025
2205,2250,0.0075,0.0039,0.0266,0.0253
2212,2221,0.0052,0.0028,0.0068,0.0067
2237,2273,0.007,0.0038,0.0427,0.0175
2245,2254,0.022,0.0047,0.0096,0.0079
2253,2325,0.011,0.0051,0.0552,0.038
2260,2602,0.0085,0.0043,0.1444,0.1551
2276,2627,0.0087,0.0043,0.1562,0.3626
2320,3022,0.0105,0.0052,0.3242,0.4727
2321,3122,0.0099,0.005,0.3721,0.4432
2341,2413,0.0088,0.0042,0.0336,0.0372
2345,2354,0.0053,0.0027,0.0063,0.0065
2351,2513,0.0092,0.0046,0.0717,0.0707
2359,2395,0.0103,0.0224,0.0276,0.0212
2365,2536,0.0077,0.0037,0.0743,0.0827
2371,2713,0.007,0.0035,0.1478,0.1583
2379,2397,0.012,0.0056,0.0102,0.0107
2393,2933,0.0072,0.0036,0.2704,0.2913
2399,2939,0.0289,0.0138,0.4724,0.5458
2402,2420,0.0318,0.0068,0.0156,0.0171
2405,2450,0.0133,0.0068,0.3648,0.0334
2414,2441,0.0061,0.0055,0.014,0.0149
2428,2482,0.007,0.0034,0.0276,0.0287
2435,2453,0.011,0.0051,0.0167,0.0149
2444,4244,0.0077,0.0039,0.8599,1.3855
2454,2544,0.0081,0.0039,0.0394,0.043
2455,2545,0.0122,0.0053,0.0434,0.0501
2457,2475,0.0089,0.0047,0.0393,0.028
2466,2646,0.0079,0.0039,0.0806,0.101
2478,2487,0.0082,0.0055,0.0074,0.0067
2485,2548,0.0098,0.005,0.0332,0.0366
2488,2848,0.0054,0.0029,0.4523,0.1693
2489,2498,0.0076,0.0037,0.0076,0.0068
2490,2904,0.0114,0.0049,0.2036,0.1977
2497,2749,0.0102,0.0052,0.157,0.1288
2502,2520,0.0047,0.0023,0.0099,0.0109
2517,2571,0.0055,0.0032,0.0294,0.0288
2520,5022,0.0105,0.0046,1.6417,1.6807
2526,2562,0.0092,0.0045,0.0202,0.02
2537,2573,0.0152,0.0036,0.0203,0.0189
